Make,Colour,Odometer,Doors,Price
Toyota,White,241271.0,4.0,"$2,500"
Nissan,Silver,152933.0,4.0,"$3,300"
Honda,Blue,3000.0,4.0,"$13,100"
BMW,White,53844.0,5.0,"$23,900"
BMW,Grey,60185.0,4.0,"$27,100"
Toyota,White,90193.0,4.0,"$6,500"
Toyota,Black,123281.0,5.0,"$3,700"
Nissan,Silver,3000.0,5.0,"$14,600"
BMW,Silver,86294.0,4.0,"$23,900"
Toyota,Black,25436.0,5.0,"$12,200"
Honda,Black,79388.0,5.0,"$6,200"
Honda,Silver,56526.0,4.0,"$13,200"
BMW,White,124946.0,4.0,"$19,700"
Honda,Red,128311.0,4.0,"$2,500"
BMW,Blue,92696.0,4.0,"$18,700"
Nissan,Blue,129211.0,4.0,"$5,300"
BMW,Blue,120457.0,5.0,
Nissan,Black,147145.0,4.0,"$4,700"
Toyota,Red,89768.0,4.0,"$9,800"
Honda,Blue,51407.0,4.0,"$11,300"
Honda,Silver,88992.0,4.0,"$10,400"
Toyota,Black,102394.0,,"$12,700"
Toyota,White,146022.0,4.0,"$4,600"
BMW,Black,101488.0,3.0,"$15,100"
Toyota,Black,128568.0,5.0,"$11,600"
Nissan,Silver,4966.0,4.0,"$12,200"
Honda,Black,69512.0,4.0,
Toyota,White,168244.0,4.0,"$4,800"
Honda,Blue,53293.0,4.0,"$11,500"
Honda,Black,124908.0,4.0,"$7,700"
Toyota,White,158651.0,5.0,"$9,700"
Nissan,Black,3000.0,4.0,"$10,800"
BMW,White,41402.0,3.0,"$28,600"
Honda,Black,3000.0,4.0,"$21,500"
Toyota,Red,125613.0,5.0,"$9,900"
Toyota,Blue,159441.0,4.0,"$14,800"
Honda,White,133795.0,4.0,"$10,400"
Toyota,Black,104795.0,4.0,"$9,600"
Toyota,White,73258.0,3.0,"$7,800"
,Black,62275.0,4.0,"$7,800"
Nissan,Black,107751.0,4.0,"$2,900"
Nissan,Silver,122691.0,4.0,"$6,300"
Toyota,Red,105640.0,4.0,"$8,000"
BMW,Blue,194228.0,4.0,"$28,000"
Nissan,White,42305.0,4.0,"$10,700"
Nissan,Blue,77951.0,4.0,"$5,700"
Toyota,Green,28316.0,4.0,"$14,200"
Toyota,Black,62568.0,4.0,"$15,200"
Honda,Black,139701.0,4.0,"$11,600"
Honda,Blue,51085.0,5.0,"$13,500"
Honda,Red,,4.0,"$6,500"
Toyota,White,57867.0,4.0,"$17,200"
BMW,White,74554.0,4.0,"$28,900"
Toyota,Green,55252.0,4.0,"$7,600"
Honda,Blue,64666.0,5.0,"$11,000"
Honda,Silver,40917.0,4.0,"$11,900"
Honda,Silver,10951.0,4.0,"$10,000"
Honda,Silver,124203.0,4.0,"$9,800"
Honda,Silver,73189.0,4.0,"$7,400"
Nissan,Red,54465.0,5.0,"$9,100"
BMW,Blue,92069.0,3.0,"$29,100"
Toyota,Blue,72180.0,4.0,"$7,700"
Nissan,White,126999.0,4.0,"$4,000"
Toyota,White,71050.0,4.0,"$15,700"
Toyota,Red,141010.0,4.0,"$8,500"
Toyota,Blue,31860.0,4.0,"$13,900"
Toyota,White,153258.0,5.0,"$7,100"
BMW,Grey,121746.0,5.0,"$31,600"
Nissan,Silver,205169.0,4.0,"$3,300"
Nissan,Black,144893.0,4.0,"$9,200"
Honda,,113474.0,5.0,"$7,700"
Honda,White,70469.0,4.0,"$11,200"
Toyota,Black,30890.0,3.0,"$12,200"
Toyota,White,155020.0,5.0,"$2,500"
Toyota,White,177793.0,4.0,"$10,000"
Nissan,Silver,86253.0,5.0,"$10,200"
Toyota,Black,98163.0,3.0,"$13,400"
Honda,Silver,139168.0,4.0,"$3,100"
BMW,Silver,89665.0,5.0,"$23,500"
Honda,Red,95975.0,4.0,"$7,000"
Honda,Blue,175910.0,4.0,"$8,600"
,Silver,33929.0,4.0,"$18,100"
Toyota,White,77945.0,3.0,"$11,600"
Toyota,Blue,110490.0,4.0,"$13,600"
BMW,Black,,5.0,"$30,900"
Toyota,Green,114996.0,3.0,"$3,300"
Toyota,Red,87823.0,3.0,"$13,000"
Toyota,Green,95320.0,5.0,"$11,900"
Nissan,Silver,94150.0,4.0,"$5,000"
Honda,Red,86079.0,4.0,"$10,500"
Toyota,Green,63904.0,4.0,"$10,300"
Honda,Silver,46905.0,4.0,"$15,000"
Nissan,White,95510.0,4.0,"$11,400"
Honda,Silver,165379.0,5.0,"$6,500"
Honda,Black,43594.0,,
BMW,Blue,3174.0,5.0,"$19,900"
Honda,Red,158166.0,4.0,"$6,600"
Nissan,Blue,133817.0,4.0,
Nissan,White,44913.0,4.0,"$12,300"
Honda,Blue,105765.0,4.0,"$8,300"
Honda,Silver,119112.0,4.0,"$13,200"
Honda,Silver,81389.0,5.0,"$10,900"
Toyota,Red,108015.0,4.0,
Nissan,Blue,3000.0,4.0,"$13,700"
Honda,Black,86489.0,4.0,"$11,600"
Nissan,Blue,75187.0,4.0,"$8,400"
Toyota,Green,134993.0,4.0,"$17,700"
Toyota,Green,140017.0,5.0,"$5,500"
Honda,White,71659.0,4.0,"$9,100"
Nissan,Blue,11443.0,4.0,"$10,700"
Honda,White,127175.0,5.0,"$4,700"
BMW,Blue,109036.0,4.0,"$26,300"
BMW,Silver,34162.0,5.0,"$26,500"
Toyota,Red,181112.0,4.0,"$8,500"
Honda,Blue,92421.0,4.0,"$8,700"
BMW,Black,68217.0,3.0,"$21,100"
Honda,White,3000.0,4.0,"$19,800"
Toyota,Green,106076.0,4.0,"$10,400"
Nissan,Red,108757.0,4.0,"$4,900"
Toyota,Black,88331.0,4.0,"$5,700"
Honda,Black,201300.0,4.0,"$2,500"
Nissan,Silver,54209.0,5.0,"$9,200"
Toyota,Green,164979.0,4.0,"$6,400"
BMW,Black,13082.0,3.0,"$35,100"
Toyota,Green,136012.0,5.0,"$10,100"
Toyota,Black,135218.0,4.0,"$16,300"
Honda,Black,196884.0,4.0,"$2,700"
Honda,Blue,169946.0,4.0,"$6,900"
Nissan,,139949.0,4.0,"$2,500"
Toyota,Black,89139.0,3.0,"$7,300"
Toyota,White,141059.0,4.0,"$11,600"
Toyota,White,3000.0,4.0,"$14,600"
Toyota,Blue,156336.0,4.0,"$6,800"
BMW,Grey,95620.0,4.0,"$26,000"
Toyota,White,115766.0,5.0,"$9,200"
Honda,Silver,33604.0,4.0,"$8,900"
BMW,Black,94792.0,5.0,"$24,900"
Nissan,Red,104243.0,4.0,"$5,900"
Toyota,White,82130.0,4.0,"$14,300"
Toyota,Black,80567.0,5.0,"$7,600"
Honda,White,127695.0,4.0,"$7,200"
Nissan,Silver,113758.0,4.0,"$11,000"
BMW,Blue,64136.0,5.0,"$27,800"
Toyota,Red,36695.0,4.0,"$12,200"
Honda,Blue,,4.0,"$3,400"
BMW,Grey,73435.0,5.0,"$26,200"
Honda,Red,93981.0,4.0,"$12,300"
Toyota,Black,115390.0,4.0,"$14,300"
Toyota,Blue,46333.0,3.0,"$12,100"
BMW,Grey,68547.0,4.0,"$18,100"
Nissan,White,165552.0,5.0,"$11,100"
Nissan,Red,111047.0,4.0,"$8,000"
BMW,Silver,68549.0,5.0,"$21,200"
Toyota,White,3320.0,4.0,"$12,400"
Honda,Blue,25185.0,4.0,"$17,700"
Toyota,Red,92014.0,4.0,"$9,200"
BMW,Grey,102344.0,4.0,"$16,100"
Honda,Blue,55190.0,4.0,"$11,400"
Honda,Silver,141380.0,5.0,"$9,400"
Toyota,Blue,,5.0,"$10,500"
Nissan,Red,134413.0,5.0,"$6,900"
Toyota,White,44441.0,4.0,"$12,900"
Toyota,Red,42168.0,3.0,"$12,000"
Nissan,White,85083.0,5.0,"$15,400"
Toyota,Black,95925.0,3.0,"$5,100"
Nissan,Black,104485.0,4.0,"$8,700"
Honda,Blue,172321.0,4.0,"$3,900"
Honda,White,16043.0,4.0,"$15,500"
Nissan,Red,34686.0,4.0,"$9,200"
Toyota,Green,84603.0,,"$9,900"
Honda,White,125079.0,5.0,"$6,600"
Honda,Silver,78860.0,4.0,"$10,100"
BMW,Black,71283.0,5.0,"$26,500"
Nissan,Black,136416.0,4.0,"$8,100"
Nissan,Red,133987.0,4.0,"$6,800"
Honda,Silver,16053.0,4.0,"$13,200"
Toyota,Red,122934.0,5.0,"$11,900"
Nissan,Black,73228.0,4.0,"$7,100"
Toyota,Green,68146.0,4.0,"$12,600"
Nissan,Blue,169897.0,4.0,"$3,000"
Honda,White,135582.0,4.0,"$7,800"
Toyota,White,91537.0,4.0,"$9,800"
Toyota,Black,136823.0,4.0,"$9,600"
Toyota,Green,216342.0,4.0,"$2,500"
Honda,Black,116868.0,4.0,"$6,900"
Nissan,Red,63319.0,4.0,"$8,900"
Honda,Blue,98592.0,4.0,"$17,900"
Honda,White,83161.0,5.0,"$7,200"
Nissan,Red,127288.0,4.0,"$2,500"
Toyota,Blue,93218.0,4.0,"$10,400"
Toyota,Green,,5.0,"$11,400"
Toyota,White,71814.0,3.0,"$10,000"
Toyota,Blue,58161.0,4.0,"$8,400"
Toyota,Red,114114.0,4.0,"$5,200"
BMW,Silver,47585.0,3.0,"$18,700"
Toyota,Red,126583.0,4.0,"$14,500"
Honda,Black,29523.0,4.0,"$7,100"
Toyota,Red,91505.0,4.0,"$10,400"
Honda,Blue,102495.0,5.0,"$8,300"
Honda,Red,82369.0,5.0,"$11,600"
Honda,White,141940.0,5.0,"$2,500"
Nissan,Blue,91339.0,5.0,"$9,000"
Honda,Blue,47937.0,5.0,"$17,400"
Nissan,Black,76417.0,4.0,"$8,600"
Honda,Blue,118689.0,5.0,"$7,100"
Toyota,White,3000.0,3.0,"$12,400"
Nissan,Blue,169648.0,4.0,"$3,200"
Toyota,Blue,53985.0,4.0,"$15,200"
BMW,Black,51107.0,4.0,"$22,800"
Toyota,Red,105771.0,4.0,"$12,100"
Nissan,Blue,245375.0,5.0,"$3,400"
Honda,Red,147672.0,4.0,"$5,200"
Honda,Silver,42758.0,5.0,"$12,700"
Nissan,White,118001.0,4.0,"$3,700"
Honda,Blue,83585.0,5.0,"$11,700"
Honda,White,109298.0,4.0,"$10,200"
BMW,Black,77220.0,4.0,"$21,600"
Toyota,Black,71277.0,3.0,"$6,900"
BMW,Black,139960.0,5.0,"$22,700"
BMW,Grey,55556.0,3.0,"$18,700"
Honda,White,232911.0,4.0,"$2,500"
Toyota,Blue,75699.0,4.0,"$12,500"
Toyota,White,129211.0,4.0,"$11,800"
Toyota,Black,191995.0,4.0,"$7,600"
Honda,Blue,41310.0,4.0,"$11,000"
Toyota,Blue,114007.0,4.0,"$16,000"
Toyota,Black,25314.0,4.0,"$17,700"
Toyota,Black,107355.0,4.0,"$12,600"
Nissan,White,106288.0,4.0,"$4,900"
Honda,Blue,128041.0,4.0,"$9,700"
Honda,Black,138658.0,,"$7,400"
BMW,Silver,39807.0,5.0,"$17,000"
Nissan,Blue,157884.0,4.0,"$5,700"
BMW,White,24437.0,3.0,"$22,800"
BMW,Blue,45396.0,5.0,"$17,200"
Toyota,Red,55480.0,4.0,"$8,400"
Toyota,Red,76551.0,4.0,"$8,700"
Nissan,Blue,20887.0,4.0,"$16,300"
BMW,Grey,117606.0,4.0,"$17,700"
BMW,White,76441.0,5.0,"$28,100"
Honda,Black,149172.0,4.0,"$4,500"
BMW,Black,110868.0,5.0,"$20,400"
Honda,Blue,27878.0,4.0,"$14,600"
Honda,Black,153956.0,4.0,"$14,500"
Nissan,White,44815.0,5.0,"$12,500"
Honda,Blue,72329.0,5.0,"$13,400"
Honda,Black,21416.0,4.0,"$9,200"
Toyota,Blue,57654.0,4.0,"$12,300"
Toyota,White,64663.0,4.0,"$13,900"
Toyota,White,151398.0,5.0,"$10,300"
Honda,Blue,169701.0,4.0,"$7,000"
Toyota,Red,34721.0,4.0,"$17,400"
Toyota,Black,66531.0,3.0,"$13,900"
Toyota,Blue,179834.0,4.0,"$7,800"
BMW,White,3000.0,4.0,"$22,200"
Honda,Silver,155491.0,4.0,"$6,000"
Toyota,Green,,3.0,"$10,800"
Toyota,Black,134208.0,4.0,"$9,600"
Honda,Silver,81983.0,5.0,"$9,800"
Honda,Red,133179.0,5.0,"$9,800"
Honda,Red,79649.0,4.0,"$13,200"
Toyota,Red,91290.0,5.0,"$8,300"
Honda,Black,55569.0,4.0,"$8,500"
Nissan,Silver,96745.0,4.0,"$10,800"
Nissan,Silver,66914.0,4.0,"$9,500"
Honda,Blue,60478.0,4.0,"$10,100"
Nissan,White,27437.0,5.0,"$10,900"
Honda,Black,82702.0,4.0,"$11,700"
Nissan,Black,124503.0,4.0,"$3,300"
Toyota,Blue,154378.0,4.0,"$8,200"
Nissan,Blue,123110.0,4.0,"$6,200"
Nissan,Black,83005.0,4.0,"$9,000"
Toyota,Blue,122730.0,3.0,"$2,500"
Honda,White,66139.0,5.0,"$10,600"
Toyota,Red,111320.0,3.0,"$12,300"
Toyota,White,57869.0,3.0,"$9,600"
Toyota,Black,71348.0,4.0,"$9,100"
Toyota,Green,79946.0,4.0,"$12,800"
BMW,White,20738.0,4.0,"$30,100"
Toyota,Black,9501.0,5.0,"$13,500"
Toyota,White,80866.0,4.0,"$16,400"
Nissan,Red,96611.0,4.0,"$2,500"
Nissan,White,3000.0,4.0,"$12,000"
Nissan,Black,146371.0,4.0,"$6,400"
Honda,Black,100043.0,5.0,"$13,500"
Honda,Black,66099.0,5.0,"$14,300"
BMW,Black,3000.0,4.0,"$22,500"
Honda,White,5262.0,4.0,"$12,700"
Nissan,Red,109409.0,4.0,"$7,100"
BMW,Blue,67599.0,4.0,"$19,000"
Honda,Black,82868.0,4.0,"$5,600"
Honda,White,157434.0,4.0,"$5,500"
Nissan,White,84622.0,4.0,"$12,300"
Nissan,Silver,42434.0,4.0,"$7,200"
Toyota,Black,40996.0,5.0,"$13,600"
Toyota,Red,120444.0,4.0,"$11,400"
Honda,Red,215455.0,5.0,"$2,500"
Toyota,Green,129654.0,4.0,"$6,200"
BMW,Black,40370.0,4.0,"$22,600"
Honda,Silver,48379.0,4.0,"$16,600"
Toyota,Blue,141799.0,3.0,"$7,300"
Toyota,Red,168252.0,4.0,"$2,500"
Nissan,Blue,37480.0,4.0,"$4,600"
Nissan,White,72832.0,4.0,"$9,100"
Honda,White,,4.0,"$9,700"
Toyota,Red,24625.0,4.0,"$16,100"
Toyota,Blue,110460.0,4.0,"$11,900"
Honda,Black,3000.0,4.0,"$14,800"
Nissan,White,45485.0,4.0,"$8,900"
Toyota,Black,125786.0,4.0,"$9,400"
BMW,White,29235.0,4.0,"$27,000"
Honda,Silver,18486.0,4.0,"$16,400"
Toyota,Red,87325.0,4.0,
Toyota,Black,70620.0,5.0,"$10,700"
,Green,58262.0,5.0,"$14,900"
Honda,White,57947.0,4.0,"$13,000"
Nissan,Blue,90582.0,4.0,"$2,700"
Nissan,Red,80062.0,4.0,"$5,100"
Toyota,Black,,3.0,"$5,600"
BMW,White,103890.0,4.0,"$22,800"
BMW,White,57540.0,5.0,"$30,600"
Honda,White,138267.0,4.0,"$7,200"
Toyota,Red,57897.0,4.0,"$6,300"
Nissan,Red,73581.0,4.0,"$6,900"
Toyota,Blue,103566.0,3.0,"$7,900"
Toyota,Black,133772.0,3.0,"$5,900"
Toyota,Blue,95033.0,4.0,"$14,100"
BMW,Silver,79356.0,4.0,"$24,200"
BMW,White,39718.0,5.0,"$23,000"
BMW,Grey,29274.0,3.0,"$22,500"
Honda,Black,128271.0,4.0,"$7,300"
Honda,Blue,27210.0,4.0,"$17,800"
Honda,Black,107358.0,5.0,"$5,400"
Toyota,Blue,75023.0,4.0,"$11,600"
Toyota,Black,186638.0,5.0,"$3,400"
Toyota,White,148754.0,4.0,"$12,300"
Toyota,Black,65309.0,4.0,"$11,000"
Toyota,Black,44111.0,4.0,"$12,300"
Toyota,Black,96097.0,3.0,"$11,700"
Honda,,144328.0,4.0,"$4,700"
Honda,Blue,3000.0,4.0,"$13,500"
BMW,Black,77328.0,3.0,"$25,600"
BMW,Grey,51279.0,5.0,
Honda,,164741.0,4.0,"$7,100"
Honda,Red,74078.0,5.0,"$9,400"
Nissan,White,102488.0,4.0,"$11,500"
Toyota,White,88468.0,4.0,"$10,600"
Honda,Blue,68848.0,4.0,"$13,800"
Honda,Blue,186072.0,4.0,"$6,400"
Toyota,Blue,102304.0,5.0,"$10,800"
Toyota,Red,3000.0,4.0,"$16,900"
Toyota,Black,104976.0,3.0,"$10,500"
Toyota,Green,61003.0,3.0,"$9,100"
BMW,Grey,47736.0,4.0,"$32,600"
Toyota,Red,78304.0,4.0,"$17,600"
Toyota,White,120404.0,4.0,"$5,100"
Nissan,Red,104801.0,4.0,"$5,300"
BMW,,3000.0,4.0,"$38,800"
Nissan,Red,151375.0,4.0,"$6,200"
Honda,Silver,99939.0,4.0,"$5,000"
Nissan,White,84917.0,4.0,"$10,300"
Honda,,41541.0,5.0,"$5,000"
Toyota,Green,86190.0,4.0,"$9,600"
Nissan,Blue,119591.0,4.0,"$8,300"
Honda,Silver,122605.0,4.0,"$8,900"
Honda,White,149385.0,4.0,"$2,500"
Nissan,Red,140256.0,4.0,"$7,000"
Toyota,Red,33542.0,5.0,"$9,000"
Toyota,White,59211.0,4.0,"$9,900"
BMW,White,96643.0,,"$20,500"
Toyota,Red,53469.0,4.0,"$10,200"
Nissan,Blue,174643.0,4.0,"$3,900"
Honda,Blue,83395.0,4.0,"$9,500"
Honda,Blue,154018.0,4.0,"$4,300"
Toyota,Green,166406.0,4.0,"$7,000"
Honda,Blue,84299.0,5.0,"$18,000"
Honda,Blue,41329.0,5.0,"$11,400"
Nissan,Black,42983.0,4.0,"$12,800"
Toyota,White,185837.0,4.0,"$11,400"
Honda,Red,150749.0,4.0,"$6,000"
Honda,Blue,74468.0,4.0,"$5,200"
Honda,White,189721.0,4.0,"$6,300"
Nissan,Red,84450.0,4.0,"$11,400"
BMW,Blue,24143.0,4.0,"$29,800"
Toyota,Black,89023.0,5.0,"$13,600"
Toyota,Red,94694.0,3.0,"$4,700"
Toyota,Black,101929.0,3.0,"$12,700"
Toyota,Green,96480.0,4.0,"$12,000"
Toyota,Green,43632.0,3.0,"$11,100"
Toyota,Red,65525.0,4.0,"$14,000"
Honda,White,93511.0,4.0,"$11,500"
Toyota,White,154560.0,4.0,"$9,700"
BMW,Blue,76470.0,5.0,"$18,900"
Toyota,Green,97855.0,4.0,"$7,800"
Honda,Black,75484.0,4.0,"$9,300"
Honda,Blue,44963.0,4.0,"$5,800"
BMW,Blue,36937.0,4.0,"$27,800"
Honda,,27287.0,4.0,"$12,600"
Honda,Black,183212.0,5.0,"$9,200"
Honda,Blue,170889.0,4.0,"$6,900"
BMW,Blue,114035.0,5.0,"$18,900"
Honda,Silver,61071.0,4.0,"$2,800"
Toyota,Black,159679.0,4.0,"$12,400"
Toyota,White,69234.0,4.0,"$10,700"
Toyota,Red,58799.0,3.0,
Nissan,Red,174996.0,4.0,"$2,500"
Toyota,Green,119290.0,4.0,"$7,600"
Toyota,White,103896.0,3.0,"$10,500"
Honda,Blue,82966.0,4.0,"$9,500"
Nissan,White,100022.0,5.0,"$10,600"
Toyota,Red,119775.0,4.0,"$9,700"
Nissan,Blue,40826.0,4.0,"$9,100"
Toyota,Green,144730.0,4.0,"$7,400"
Toyota,Green,,3.0,"$12,600"
Toyota,White,152007.0,4.0,"$8,000"
Nissan,Black,83384.0,4.0,"$2,500"
Honda,Silver,83917.0,4.0,"$8,900"
Honda,Silver,110737.0,4.0,"$8,200"
Honda,,76621.0,4.0,"$4,900"
Toyota,Green,49121.0,3.0,"$12,400"
Honda,Blue,174363.0,4.0,"$5,300"
Toyota,White,115046.0,4.0,
Toyota,Green,55833.0,3.0,"$11,700"
Honda,Silver,56456.0,4.0,"$13,800"
Honda,Black,99267.0,5.0,"$10,900"
Toyota,Black,57304.0,5.0,"$15,300"
Honda,White,192066.0,5.0,"$2,500"
Honda,Red,75691.0,5.0,"$11,500"
Toyota,Red,138893.0,5.0,"$7,000"
BMW,Grey,3000.0,5.0,"$37,600"
Nissan,White,154588.0,4.0,
Honda,Red,62836.0,4.0,"$15,400"
BMW,Silver,125807.0,4.0,"$28,500"
Toyota,,88842.0,3.0,"$9,300"
Nissan,Silver,104668.0,4.0,"$10,200"
Toyota,Blue,52456.0,4.0,"$9,700"
Toyota,Blue,150534.0,4.0,"$7,500"
Toyota,Red,169680.0,3.0,"$3,600"
Toyota,Black,95151.0,4.0,"$7,600"
Toyota,Red,98382.0,4.0,"$5,300"
Toyota,White,72643.0,4.0,"$6,800"
Honda,Silver,125308.0,5.0,"$10,800"
Toyota,Blue,8026.0,5.0,
Toyota,White,227865.0,3.0,"$3,300"
Honda,White,61226.0,4.0,
Toyota,Black,,4.0,"$13,700"
Toyota,White,107340.0,4.0,"$14,100"
Honda,Silver,109267.0,4.0,"$7,200"
Honda,Black,46343.0,5.0,"$11,500"
Nissan,White,55612.0,5.0,"$10,300"
Honda,Blue,64918.0,4.0,"$6,200"
Toyota,Green,163267.0,4.0,"$4,800"
Nissan,Silver,40984.0,5.0,"$10,500"
BMW,White,67871.0,5.0,"$14,500"
Honda,White,107919.0,4.0,"$5,600"
Honda,Blue,174129.0,4.0,"$7,100"
Honda,Silver,72804.0,4.0,"$8,200"
Nissan,White,106121.0,5.0,"$9,400"
Honda,Silver,90776.0,4.0,"$8,900"
Nissan,Silver,115268.0,5.0,"$5,900"
Toyota,Red,80153.0,4.0,"$4,200"
Toyota,Black,148633.0,5.0,"$9,700"
Toyota,White,57780.0,4.0,"$18,200"
Nissan,Black,116872.0,4.0,"$4,100"
Toyota,White,142550.0,4.0,"$9,400"
Nissan,Blue,134096.0,4.0,"$4,600"
Toyota,Black,121425.0,4.0,"$8,500"
Nissan,White,143132.0,,"$2,500"
Nissan,Silver,87703.0,4.0,"$12,500"
Honda,Blue,55180.0,5.0,"$10,000"
BMW,Silver,46185.0,4.0,"$18,300"
Honda,Black,3000.0,5.0,"$13,900"
Toyota,Green,105064.0,4.0,"$9,000"
Nissan,Blue,103886.0,4.0,"$7,300"
Nissan,White,169279.0,4.0,"$3,600"
Toyota,Red,68147.0,4.0,"$10,500"
Toyota,White,128126.0,4.0,"$13,300"
BMW,Blue,38617.0,5.0,"$27,800"
Nissan,Silver,130948.0,4.0,"$3,400"
Honda,Blue,92980.0,4.0,"$5,000"
Toyota,Green,6009.0,3.0,"$14,100"
Honda,Black,73574.0,4.0,"$11,100"
Toyota,Green,97069.0,5.0,"$7,100"
Nissan,Blue,109465.0,4.0,"$3,700"
Toyota,White,170330.0,4.0,"$2,500"
Nissan,Blue,101036.0,4.0,"$4,600"
Toyota,Red,127661.0,5.0,"$8,300"
Toyota,Green,71029.0,3.0,"$12,600"
Toyota,Red,99530.0,4.0,"$11,600"
Honda,Black,44896.0,4.0,"$7,700"
Honda,Silver,97145.0,4.0,"$8,300"
Toyota,Red,130574.0,3.0,"$7,400"
Nissan,Black,123484.0,4.0,"$2,500"
Honda,Blue,182644.0,4.0,"$4,700"
BMW,Black,94298.0,3.0,"$17,700"
Toyota,Green,114016.0,3.0,"$3,700"
Toyota,Blue,121507.0,4.0,"$7,900"
Toyota,Blue,99517.0,4.0,"$12,300"
BMW,White,13233.0,4.0,"$23,200"
Toyota,Green,121780.0,3.0,"$14,200"
Toyota,White,90819.0,5.0,"$13,100"
Honda,Red,86865.0,5.0,"$16,100"
Honda,Black,8133.0,4.0,"$13,900"
Nissan,Silver,20969.0,4.0,"$4,600"
Nissan,Red,128657.0,4.0,"$6,300"
Nissan,Red,96049.0,4.0,"$7,200"
Toyota,Red,259111.0,4.0,"$2,500"
,White,86425.0,3.0,"$19,100"
Honda,Black,106171.0,4.0,"$8,300"
Toyota,Black,76653.0,3.0,"$16,300"
Nissan,Red,177922.0,4.0,"$3,900"
Honda,White,3000.0,4.0,"$12,600"
Toyota,Blue,238557.0,5.0,"$3,500"
Honda,White,144954.0,4.0,"$11,300"
Honda,Silver,102510.0,4.0,"$6,500"
Honda,White,3000.0,4.0,"$15,700"
Toyota,Red,55632.0,4.0,"$12,600"
Toyota,Black,33009.0,3.0,"$11,700"
Nissan,Blue,113888.0,4.0,"$7,400"
Honda,White,38488.0,4.0,"$15,600"
Nissan,Black,78573.0,4.0,"$4,300"
Toyota,Red,92330.0,4.0,"$10,400"
Toyota,White,106350.0,4.0,"$14,200"
Toyota,Black,85704.0,4.0,"$10,600"
Honda,White,39047.0,4.0,"$14,400"
Toyota,Blue,107584.0,4.0,"$8,300"
Honda,White,3000.0,4.0,"$18,000"
Nissan,Silver,43249.0,4.0,"$8,600"
Nissan,Red,132067.0,4.0,"$2,600"
Toyota,Blue,20337.0,3.0,"$6,100"
Honda,Black,126607.0,4.0,"$6,400"
Honda,White,232508.0,4.0,"$2,500"
Honda,Red,47770.0,5.0,"$10,400"
Nissan,Red,125615.0,4.0,"$4,800"
BMW,Grey,90717.0,3.0,"$16,700"
Nissan,Black,34630.0,5.0,"$6,700"
Honda,Black,3000.0,4.0,"$12,300"
Toyota,Black,82349.0,4.0,"$9,100"
Honda,Silver,151683.0,4.0,"$10,400"
Nissan,White,93251.0,5.0,"$3,800"
BMW,Grey,41198.0,5.0,"$23,100"
Toyota,White,63828.0,3.0,"$8,700"
Honda,Black,60633.0,4.0,"$10,000"
BMW,Blue,38307.0,4.0,"$27,800"
Toyota,Red,116739.0,4.0,"$6,200"
Toyota,Green,164095.0,4.0,"$3,300"
,Silver,21403.0,4.0,"$12,100"
BMW,Black,30668.0,5.0,"$29,800"
Honda,Black,3000.0,4.0,"$18,000"
Toyota,Green,132959.0,4.0,"$3,000"
Toyota,Black,21103.0,4.0,"$19,400"
BMW,White,34030.0,4.0,"$21,300"
Toyota,White,3000.0,4.0,"$13,500"
BMW,Silver,55435.0,4.0,"$30,400"
Honda,Red,24844.0,4.0,"$7,900"
BMW,White,83940.0,3.0,"$30,000"
Honda,White,16584.0,4.0,"$16,300"
Nissan,Red,114102.0,4.0,"$9,400"
Toyota,White,94348.0,3.0,"$2,500"
Toyota,Black,90097.0,3.0,"$13,300"
Nissan,White,61950.0,4.0,"$8,200"
Nissan,Blue,,4.0,"$2,500"
Nissan,White,205595.0,4.0,"$2,500"
Toyota,Green,124298.0,4.0,"$8,000"
Honda,Red,152365.0,5.0,"$8,400"
Honda,Red,80723.0,4.0,"$7,200"
Nissan,White,156679.0,4.0,"$2,500"
Toyota,Green,131586.0,5.0,"$5,100"
Nissan,Red,182127.0,4.0,"$3,800"
Toyota,Red,131494.0,4.0,"$8,700"
Nissan,Red,13866.0,4.0,"$9,100"
BMW,Black,93240.0,4.0,"$25,200"
BMW,Silver,114601.0,5.0,"$26,300"
Honda,White,45598.0,5.0,"$10,000"
Toyota,White,103351.0,3.0,"$2,500"
Toyota,Blue,185018.0,4.0,"$7,500"
Toyota,Black,,3.0,"$2,500"
Honda,Silver,151739.0,4.0,"$13,400"
Toyota,Green,29314.0,3.0,"$14,300"
Toyota,Blue,98057.0,4.0,"$5,200"
Honda,Blue,115658.0,4.0,"$10,800"
Toyota,Black,66741.0,4.0,"$15,600"
Toyota,Blue,11328.0,4.0,"$9,400"
Nissan,Black,119649.0,4.0,
BMW,Blue,34903.0,5.0,"$32,600"
Honda,Black,,4.0,"$11,100"
Toyota,Red,91596.0,4.0,"$12,300"
Honda,White,70608.0,4.0,"$16,600"
Toyota,White,55747.0,4.0,"$18,900"
Toyota,Red,99814.0,3.0,"$4,700"
Honda,Silver,157667.0,4.0,"$6,800"
Honda,,132853.0,5.0,"$11,900"
BMW,Blue,,3.0,"$19,800"
BMW,Black,105979.0,4.0,"$23,500"
Toyota,Black,133664.0,5.0,"$2,500"
Toyota,Green,121243.0,4.0,"$6,400"
Toyota,Blue,183972.0,3.0,"$7,200"
Toyota,White,110472.0,5.0,"$11,900"
